// WANTED! FOR HALF-LIFE SPEECH SYSTEM SENTENCES. 28/11/00

//***********************
//****     Gunbelt   ****
//**** v1.1 10/10/00 ****
//***********************

//Player dies
HEV_DEAD0 voice/null
//Dave is terrified
DD_FEAR0 dyndave/ddmothergod

//Dave screams
DD_SCREAM0 dyndave/ddbegorrah
DD_SCREAM1 dyndave/ddgaw

//Dave is scared by player actions
DD_SCARED0 dyndave/ddstartrun

//Pre-masacre OKs
DD_POK0 dyndave/ddlanigans
DD_POK1 dyndave/ddbathnight


//************************
//**** Mex Townies   *****
//**** v1.0 21/08/00 *****
//************************

// When USED and told to follow
MN_OK0 townmex/si
MN_OK1 townmex/sure
MN_OK2 townmex/prayyouknow
MN_OK3 townmex/illfollowyou
MN_OK4 townmex/letsbegoing
MN_OK5 townmex/ifyousayso
MN_OK6 townmex/ok
MN_OK7 townmex/yes(p98)

// When USED and told to stay
MN_WAIT0 townmex/rusure
MN_WAIT1 townmex/slowingudown
MN_WAIT2 townmex/changemind
MN_WAIT3 townmex/waitforothers
MN_WAIT4 townmex/shout
MN_WAIT5 townmex/siestatime

// Fail to follow player any more
MN_STOP0 townmex/cantgoon
MN_STOP1 townmex/nogood
MN_STOP2 townmex/noburo
MN_STOP3 townmex/todangerous

// Player is staring at Pedro
MN_STARE0 townmex/wyatterp
MN_STARE1 townmex/smallhat

// Post masacre hellos
MN_HELLO0 townmex/hello
MN_HELLO1 townmex/badday
MN_HELLO2 townmex/untrue
MN_HELLO3 townmex/inthisworld
MN_HELLO4 townmex/mrsherriffsir
MN_HELLO5 townmex/youbadday
MN_HELLO6 townmex/mygoodfriend

// Generic Answers
MN_ANSWER0 townmex/yess
MN_ANSWER1 townmex/askmigeal
MN_ANSWER2 townmex/thinkitstrue
MN_ANSWER3 townmex/askoldman
MN_ANSWER4 townmex/believeso
MN_ANSWER5 townmex/ofcourse
MN_ANSWER6 townmex/whynot
MN_ANSWER7 townmex/howpossible
MN_ANSWER8 townmex/ithinkso
MN_ANSWER9 townmex/boresmetodeath
MN_ANSWER10 townmex/talktomuch
MN_ANSWER11 townmex/no
MN_ANSWER12 townmex/iknownothing
MN_ANSWER13 townmex/tireofspeak
MN_ANSWER14 townmex/ifitoldyou
MN_ANSWER15 townmex/doyouneverstop
MN_ANSWER16 townmex/whatdoyoumean
MN_ANSWER17 townmex/askpadre
MN_ANSWER18 townmex/simplepeasant

//Generic Post Masacre Questions
MN_QUESTION0 townmex/greko
MN_QUESTION1 townmex/newbeans
MN_QUESTION2 townmex/whattheywant
MN_QUESTION3 townmex/youngones
MN_QUESTION4 townmex/newspaper
MN_QUESTION5 townmex/stainsout
MN_QUESTION6 townmex/mistake
MN_QUESTION7 townmex/cactus
MN_QUESTION8 townmex/goldinteeth
MN_QUESTION9 townmex/siesta
MN_QUESTION10 townmex/teqilaonyou
MN_QUESTION11 townmex/deadfear
MN_QUESTION12 townmex/holiday
MN_QUESTION13 townmex/wastebullets
MN_QUESTION14 townmex/mariasmustache
MN_QUESTION15 townmex/wearefarmers
MN_QUESTION16 townmex/buzzard
MN_QUESTION17 townmex/chafe
MN_QUESTION18 townmex/fightlastnight
MN_QUESTION19 townmex/cutout

//When Pedro is idle (post masacre)
MN_IDLE0 townmex/beansandcorn
MN_IDLE1 townmex/moreguns
MN_IDLE2 townmex/useashot
MN_IDLE3 townmex/runoutoftown
MN_IDLE4 townmex/sherriffintown
MN_IDLE5 townmex/onlycamefor
MN_IDLE6 townmex/iforgot
MN_IDLE7 townmex/banditsaway
MN_IDLE8 townmex/youngboys
MN_IDLE9 townmex/wifekillme

// Warning Player
MN_NOGO townmex/mnogo

//Sees monster
MN_MONST0 townmex/onlyachicken
MN_MONST1 townmex/santamaria

//Pedro hears something
MN_HEAR0 townmex/hearthat
MN_HEAR1 townmex/hearsomething
MN_HEAR2 townmex/hearrustling

//Pedro Smells something
MN_SMELL0 townmex/stench
MN_SMELL1 townmex/terriblesmell

//Pedro is Wounded
MN_WOUND0 townmex/argh
MN_WOUND1 townmex/thathurt

//Pedro is mortaly wounded
MN_MORTAL0 townmex/ugh
MN_MORTAL1 townmex/imshot

// Sees wounded player
MN_CUREA townmex/youareshot
MN_CUREB townmex/youlookhurt
MN_CUREC townmex/stitchwound

// Player USES when wounded
MN_HEAL0 townmex/needsome
MN_HEAL1 townmex/dullpain
MN_HEAL2 townmex/drinkthis

//Pedro is scared of player
MN_PLFEAR0 townmex/whatyoudo
MN_PLFEAR1 townmex/pleasesenior
MN_PLFEAR2 townmex/gringo
MN_PLFEAR3 townmex/noo
MN_PLFEAR4 townmex/nowait

//Pedro is terrified
MN_FEAR0 townmex/pleasesenior noo
MN_FEAR1 townmex/donthurtme
MN_FEAR2 townmex/noo(p101)
MN_FEAR3 townmex/whydothis
MN_FEAR4 townmex/gonemad
MN_FEAR5 townmex/youarecrazy
MN_FEAR6 townmex/helpme

//Pedro Screams
MN_SCREAM0 townmex/ahhh
MN_SCREAM1 townmex/ohhh
MN_SCREAM2 townmex/ohhahh
MN_SCREAM3 townmex/noo(p102) ahhh
MN_SCREAM4 townmex/oherrrr
MN_SCREAM5 townmex/ohno
MN_SCREAM6 townmex/ayee
MN_SCREAM7 townmex/arghhhh
MN_SCREAM8 townmex/eek
MN_SCREAM9 townmex/yeowww
MN_SCREAM10 townmex/squeeeeek

// Is scared by player actions
MN_SCARED0 townmex/whatthink
MN_SCARED1 townmex/simplefarmers
MN_SCARED2 townmex/crazymad

// Pre-massacre Hellos
MN_PHELLO0 townmex/helllo
MN_PHELLO1 townmex/signore
MN_PHELLO2 townmex/sherriff
MN_PHELLO3 townmex/heyamigo

//Pre-massacre Questions
MN_PQUEST0 townmex/seensombrero
MN_PQUEST1 townmex/enoughbullets
MN_PQUEST2 townmex/evilmen
MN_PQUEST3 townmex/madcrazy
MN_PQUEST4 townmex/lunchtoday
MN_PQUEST5 townmex/ridenburo
MN_PQUEST6 townmex/stareat
MN_PQUEST7 townmex/badmen
MN_PQUEST8 townmex/lookfunny
MN_PQUEST9 townmex/iforgot

// Pre masacre Idles
MN_PIDLE0 townmex/hottoday
MN_PIDLE1 townmex/fertiliser
MN_PIDLE2 townmex/runoutoftown
MN_PIDLE3 townmex/worriedwife
MN_PIDLE4 townmex/useashot
MN_PIDLE5 townmex/cursevillage
MN_PIDLE6 townmex/whitewash
MN_PIDLE7 townmex/banditsaway
MN_PIDLE8 townmex/iwish
MN_PIDLE9 townmex/blackday

// If you try and use Pedro before the massacre
MN_POK0 townmex/findburo
MN_POK1 townmex/laterhuh
MN_POK2 townmex/tendhorses
MN_POK3 townmex/weakback
MN_POK4 townmex/noicant

//************************
//****    Miners     *****
//**** v1.1 23/08/00 *****
//************************

// sees dynamite
MI_GREN0 miner/dynamite
MI_GREN1 miner/takecover
MI_GREN2 miner/awshit
MI_GREN3 miner/lookout
MI_GREN4 miner/watchout
MI_GREN5 miner/nooo
MI_GREN6 miner/mooveit

// Sees player
MI_ALERT0 miner/getpistol
MI_ALERT1 miner/itsthesherriff
MI_ALERT2 miner/iseehim
MI_ALERT3 miner/shitlawman
MI_ALERT4 miner/getsherriff
MI_ALERT5 miner/blowheadoff
MI_ALERT6 miner/hesoverhere

//Sees NPC
MI_MONST0 miner/iseeoneofem
MI_MONST1 miner/visitors
MI_MONST2 miner/getawaygold
MI_MONST3 miner/stealgold

// Take cover!
MI_COVER0 miner/duck
MI_COVER1 miner/pinemdown
MI_COVER2 miner/gimmehelp
MI_COVER3 miner/runferit
MI_COVER4 miner/lookoutt
MI_COVER5 miner/flushhimout
MI_COVER6 miner/goddamnit
MI_COVER7 miner/somebodycover

//Throws dynamite
MI_THROW0 miner/fireinhole
MI_THROW1 miner/takethis
MI_THROW2 miner/chewonthis
MI_THROW3 miner/likethisone

//taunts player
MI_TAUNT0 miner/runout
MI_TAUNT1 miner/yermomma
MI_TAUNT2 miner/whupass
MI_TAUNT3 miner/homeinabox
MI_TAUNT4 miner/awavefile
MI_TAUNT5 miner/tinstar

//Charge
MI_CHARGE0 miner/getim
MI_CHARGE1 miner/mooove
MI_CHARGE2 miner/yehaw

//Idle
MI_IDLE0 miner/newbeams
MI_IDLE1 miner/sweetlovin
MI_IDLE2 miner/newshovel

//Asking question to other Miners
MI_QUEST0 miner/eyeopen
MI_QUEST1 miner/damnfools
MI_QUEST2 miner/keeplookout
MI_QUEST3 miner/shutup
MI_QUEST4 miner/stayhere
MI_QUEST5 miner/seeflush
MI_QUEST6 miner/headdown
MI_QUEST7 miner/keepemaway
MI_QUEST8 miner/passround
MI_QUEST9 miner/makesure
MI_QUEST10 miner/allok
MI_QUEST11 miner/roundsomewhere

//Answering questions
MI_ANSWER0 miner/yep
MI_ANSWER1 miner/ok
MI_ANSWER2 miner/okok
MI_ANSWER3 miner/whomadeyou
MI_ANSWER4 miner/yepsure
MI_ANSWER5 miner/errok
MI_ANSWER6 miner/whatdidyousay

//reporting status
MI_CLEAR0 miner/noonehere
MI_CLEAR1 miner/cantseeanyone
MI_CLEAR2 miner/mustbehiding
MI_CLEAR3 miner/nosignofem
MI_CLEAR4 miner/canyouseeem
MI_CLEAR5 miner/cantseenoone
MI_CLEAR6 miner/aintnoone
MI_CLEAR7 miner/rats
MI_CLEAR8 miner/allquiet
MI_CLEAR9 miner/cantseenothin
MI_CLEAR10 miner/heardsomething
MI_CLEAR11 miner/notevenarat
MI_CLEAR12 miner/invisible

//Checking for intruders
MI_CHECK0 miner/whereruzeke
MI_CHECK1 miner/seeanysign
MI_CHECK2 miner/heycharlie
MI_CHECK3 miner/damnedifican
MI_CHECK4 miner/shootanything
MI_CHECK5 miner/seemoving
MI_CHECK6 miner/shadows
MI_CHECK7 miner/heyjake

//Miner is punching
MI_PUNCH0 miner/takethis(p96)
MI_PUNCH1 miner/gimmehelp(p98)
MI_PUNCH2 miner/hesoverhere(p97)
MI_PUNCH3 miner/whupass(p98)

//************************
//**** Cowboy Outlaws ****
//**** V1.0  24/08/00 ****
//************************

// sees dynamite
OL_GREN0 cowboy/oldynamite
OL_GREN1 cowboy/olrunferit
OL_GREN2 cowboy/oljeezus
OL_GREN3 cowboy/ollookout
OL_GREN4 cowboy/olawhell
OL_GREN5 cowboy/olshitno
OL_GREN6 cowboy/olmoveit

// Sees player
OL_ALERT0 cowboy/oliseehim
OL_ALERT1 cowboy/olthereheis
OL_ALERT2 cowboy/olitsthesherriff
OL_ALERT3 cowboy/olshoothim
OL_ALERT4 cowboy/olgetthesherriff
OL_ALERT5 cowboy/ollookinferyou
OL_ALERT6 cowboy/olfoundhim

//Sees NPC
OL_MONST0 cowboy/ollookiehere
OL_MONST1 cowboy/olrunhide
OL_MONST2 cowboy/olvisitor
OL_MONST3 cowboy/olfoundtrouble

// Take cover!
OL_COVER0 cowboy/olkeepdown
OL_COVER1 cowboy/olusehelp
OL_COVER2 cowboy/ollookoutt
OL_COVER3 cowboy/oldamn
OL_COVER4 cowboy/olshit
OL_COVER5 cowboy/olcoverme
OL_COVER6 cowboy/olgetdown
OL_COVER7 cowboy/olgetback

//Throws Dynamite
OL_THROW0 cowboy/oltrythison
OL_THROW1 cowboy/oltakethis
OL_THROW2 cowboy/oldelivery
OL_THROW3 cowboy/olcatch

//Taunting Player
OL_TAUNT0 cowboy/olanniefake
OL_TAUNT1 cowboy/olcomeonout
OL_TAUNT2 cowboy/olcomeout
OL_TAUNT3 cowboy/olhideallday
OL_TAUNT4 cowboy/olchicken
OL_TAUNT5 cowboy/olsmelllawman

//Charge!
OL_CHARGE0 cowboy/olseehim
OL_CHARGE1 cowboy/olyewaw
OL_CHARGE2 cowboy/oligothim

//Idle
OL_IDLE0 cowboy/olpoppasaid
OL_IDLE1 cowboy/olredeye
OL_IDLE2 cowboy/olfart

//Asking question to other Cowboys
OL_QUEST0 cowboy/olheybill
OL_QUEST1 cowboy/oloutofammo
OL_QUEST2 cowboy/olheyseethat
OL_QUEST3 cowboy/olshussh
OL_QUEST4 cowboy/olyoustayhere
OL_QUEST5 cowboy/olpassgelly
OL_QUEST6 cowboy/olpassrifle
OL_QUEST7 cowboy/olseeanythin
OL_QUEST8 cowboy/olstillwithme
OL_QUEST9 cowboy/olstayontoes
OL_QUEST10 cowboy/oluponrock
OL_QUEST11 cowboy/olwatchbacks

//Answering questions
OL_ANSWER0 cowboy/olyup
OL_ANSWER1 cowboy/olyesiree
OL_ANSWER2 cowboy/olok
OL_ANSWER3 cowboy/olsurethang
OL_ANSWER4 cowboy/olyouincharge
OL_ANSWER5 cowboy/olnope
OL_ANSWER6 cowboy/olwhat

//reporting status
OL_CLEAR0 cowboy/olnothinhere
OL_CLEAR1 cowboy/olcantseenothin
OL_CLEAR2 cowboy/olholdon
OL_CLEAR3 cowboy/olnosign
OL_CLEAR4 cowboy/cocanthere
OL_CLEAR5 cowboy/olcantseeem
OL_CLEAR6 cowboy/olmeneither
OL_CLEAR7 cowboy/oldust
OL_CLEAR8 cowboy/oleyesopen
OL_CLEAR9 cowboy/olidontsee
OL_CLEAR10 cowboy/olseenothinhere
OL_CLEAR11 cowboy/olnooneheren
OL_CLEAR12 cowboy/oljustacactus

//Checking for intruders
OL_CHECK0 cowboy/olheysee
OL_CHECK1 cowboy/olshitseenoone
OL_CHECK2 cowboy/olsharpeye
OL_CHECK3 cowboy/olsixin
OL_CHECK4 cowboy/olsnakes
OL_CHECK5 cowboy/olhellnoone
OL_CHECK6 cowboy/olroundback
OL_CHECK7 cowboy/olstoodin

//*************************
//**** Mexican Bandits ****
//**** V1.0  07/11/00  ****
//*************************

// sees dynamite
MB_GREN0 mexbandit/mbayee
MB_GREN1 mexbandit/mbdynrun
MB_GREN2 mexbandit/mbsantam
MB_GREN3 mexbandit/mblookout
MB_GREN4 mexbandit/mbohno
MB_GREN5 mexbandit/mbshitno
MB_GREN6 mexbandit/mbrun

// Sees player
MB_ALERT0 mexbandit/mbiseehim
MB_ALERT1 mexbandit/mbtherehe
MB_ALERT2 mexbandit/mbitsgringo
MB_ALERT3 mexbandit/mbgethim
MB_ALERT4 mexbandit/mbgetsherrif
MB_ALERT5 mexbandit/mbiseeyou
MB_ALERT6 mexbandit/mboverhere

//Sees NPC
MB_MONST0 mexbandit/mbiseeyous
MB_MONST1 mexbandit/mbcanthide
MB_MONST2 mexbandit/mbheyamigos
MB_MONST3 mexbandit/mbbigtrouble

// Take cover!
MB_COVER0 mexbandit/mbkeepdown
MB_COVER1 mexbandit/mbayeee
MB_COVER2 mexbandit/mbcoverme
MB_COVER3 mexbandit/mbgetdown
MB_COVER4 mexbandit/mblookout2
MB_COVER5 mexbandit/mbrun2
MB_COVER6 mexbandit/mbshit
MB_COVER7 mexbandit/mbtakecover

//Throws Dynamite
MB_THROW0 mexbandit/mbwantcorn
MB_THROW1 mexbandit/mbtakethis
MB_THROW2 mexbandit/mbpresent
MB_THROW3 mexbandit/mbforyou

//Taunting Player
MB_TAUNT0 mexbandit/mbfightornot
MB_TAUNT1 mexbandit/mbmanorchook
MB_TAUNT2 mexbandit/mbmotherburo
MB_TAUNT3 mexbandit/mbtiredbynow
MB_TAUNT4 mexbandit/mbgiveup
MB_TAUNT5 mexbandit/mbtombstone

//Charge!
MB_CHARGE0 mexbandit/mbhereicome
MB_CHARGE1 mexbandit/mbtakethis2
MB_CHARGE2 mexbandit/mbayeeeee

//Idle
MB_IDLE0 mexbandit/mbmissmaria
MB_IDLE1 mexbandit/mbsickfood
MB_IDLE2 mexbandit/mbbetterfarm

//Asking question to other Bandits
MB_QUEST0 mexbandit/mbpassmatch
MB_QUEST1 mexbandit/mbstaydown
MB_QUEST2 mexbandit/mbshutup
MB_QUEST3 mexbandit/mbeyesopen
MB_QUEST4 mexbandit/mbstayput
MB_QUEST5 mexbandit/mbrustleout
MB_QUEST6 mexbandit/mbsantadwn
MB_QUEST7 mexbandit/mbwheredyn
MB_QUEST8 mexbandit/mbshootkill
MB_QUEST9 mexbandit/mbgetaway
MB_QUEST10 mexbandit/mbnotime
MB_QUEST11 mexbandit/mblazy

//Answering questions
MB_ANSWER0 mexbandit/mbokok
MB_ANSWER1 mexbandit/mbyes
MB_ANSWER2 mexbandit/mbsurething
MB_ANSWER3 mexbandit/mbnope
MB_ANSWER4 mexbandit/mbstopshout
MB_ANSWER5 mexbandit/mbok
MB_ANSWER6 mexbandit/mbsi

//reporting status
MB_CLEAR0 mexbandit/mbnothinhere
MB_CLEAR1 mexbandit/mbiseenothing
MB_CLEAR2 mexbandit/mbnonebutus
MB_CLEAR3 mexbandit/mbnosign
MB_CLEAR4 mexbandit/mbcantsee
MB_CLEAR5 mexbandit/mbwind
MB_CLEAR6 mexbandit/mbhiding
MB_CLEAR7 mexbandit/mbcactusdrt
MB_CLEAR8 mexbandit/mbpedrosee
MB_CLEAR9 mexbandit/mbquiet
MB_CLEAR10 mexbandit/mbhavntseen
MB_CLEAR11 mexbandit/mbsnakesdung
MB_CLEAR12 mexbandit/mbnosign2

//Checking for intruders
MB_CHECK0 mexbandit/mbchiko
MB_CHECK1 mexbandit/mbrunaway
MB_CHECK2 mexbandit/mbwellhiden
MB_CHECK3 mexbandit/mballclear
MB_CHECK4 mexbandit/mbghost
MB_CHECK5 mexbandit/mbotherside
MB_CHECK6 mexbandit/mbscorpions

//*************************
//****      Masala     ****
//**** V1.0  10/11/00  ****
//*************************

// When USED and told to follow
NB_OK0 masala/nbok
NB_OK1 masala/nbifollow

//Told to stay
NB_WAIT0 masala/nbiwaithere
NB_WAIT1 masala/nbokiwait

//Cant follow player
NB_STOP0 masala/nbinotgo
NB_STOP1 masala/nbtooshort

//Player is staring
NB_STARE0 masala/nbtotempole

//pre/post masacre hellos
NB_HELLO0 masala/nbpaleface
NB_HELLO1 masala/nbhellohat

//Generic Answers
NB_ANSWER0 masala/nbasktika
NB_ANSWER1 masala/nbuhhuh
NB_ANSWER2 masala/nbummerrr
NB_ANSWER3 masala/nbno
NB_ANSWER4 masala/nbsoundpale

//Generic Questions
NB_QUESTION0 masala/nbhappyan
NB_QUESTION1 masala/nbloincloth
NB_QUESTION2 masala/nbnosquaws
NB_QUESTION3 masala/nbwhiskey
NB_QUESTION4 masala/nbthreelegs

//Masala is Idle - No slur intended!
NB_IDLE0 masala/nbthirsty
NB_IDLE1 masala/nbkinky
NB_IDLE2 masala/nbillshowim
NB_IDLE3 masala/nbcrazywoman

// Warning Player
NB_NOGO masala/nbdanger

// Sees monster
NB_MONST0 masala/nbrun

//Hears something
NB_HEAR0 masala/nbquiet

//Smells Something
NB_SMELL0 masala/nboldshoes

//Masala is Wounded
NB_WOUND0 masala/nbouch
NB_WOUND1 masala/nbaagghh

//Masala is mortaly wounded
NB_MORTAL0 masala/nbergg

//Sees wounded player
NB_CUREA masala/nbcure

//Player USES when wounded
NB_HEAL0 masala/nbheal

//Masala is terrified
NB_FEAR0 masala/nbprotectme
NB_FEAR1 masala/nbcurse
NB_FEAR2 masala/nbhey
NB_FEAR3 masala/nbprotectme

//Masala Screams
NB_SCREAM0 masala/nbaahhh
NB_SCREAM1 masala/nbeeerrr
NB_SCREAM2 masala/nbaayyee
NB_SCREAM3 masala/nbarrghh
NB_SCREAM4 masala/nboowwww

//Is scared by player actions
NB_SCARED0 masala/nbdontscare
NB_SCARED1 masala/nbdosomething

//*************************
//*** Nagatowai Indians ***
//***  V1.0  10/11/00   ***
//*************************

//When Used and told to follow
NI_OK0 nagatow/nisoontime
NI_OK1 nagatow/nisunfall
NI_OK2 nagatow/niwardance

//When used and told to wait
NI_WAIT0 nagatow/niyourwish
NI_WAIT1 nagatow/niitisso

//Cant follow player
NI_STOP0 nagatow/nibeatone
NI_STOP1 nagatow/nimoon

//Player is staring
NI_STARE nagatow/nieagle

//pre/post masacre hellos
NI_HELLO0 nagatow/nipaleface
NI_HELLO1 nagatow/nistarman

//Generic Answers
NI_ANSWER0 nagatow/nihewillknow
NI_ANSWER1 nagatow/niibelieve
NI_ANSWER2 nagatow/niitis
NI_ANSWER3 nagatow/nino
NI_ANSWER4 nagatow/niitwasso

//Generic Questions
NI_QUESTION0 nagatow/nispirits
NI_QUESTION1 nagatow/niheadband
NI_QUESTION2 nagatow/ninosquaws
NI_QUESTION3 nagatow/niwhisky
NI_QUESTION4 nagatow/niatemother

//Nagatowai are idle
NI_IDLE0 nagatow/nisunleaves
NI_IDLE1 nagatow/ninewcloth
NI_IDLE2 nagatow/nistarstrue
NI_IDLE3 nagatow/nidamnchooks

//Warning the Player
NI_NOGO nagatow/ninotgood

// Sees monster
NI_MONST0 nagatow/nibeswift

//Hears something
NI_HEAR0 nagatow/nithewind

//Smells Something
NI_SMELL0 nagatow/nismell

//Is Wounded
NI_WOUND0 nagatow/niow
NI_WOUND1 nagatow/niooww

//Is mortaly wounded
NI_MORTAL0 nagatow/nijoindead

//Sees wounded player
NI_CUREA nagatow/nistarbright

//Player USES when wounded
NI_HEAL0 nagatow/nimedicine

//Is terrified
NI_FEAR0 nagatow/niguardme
NI_FEAR1 nagatow/nirace
NI_FEAR2 nagatow/nipeacefull

//Nancy girly screams....
NI_SCREAM0 nagatow/niiscream
NI_SCREAM1 nagatow/niyouscream
NI_SCREAM2 nagatow/niweallscream
NI_SCREAM3 nagatow/niforicecream
NI_SCREAM4 nagatow/niscream5
NI_SCREAM5 nagatow/niscream6

//Is scared by player actions
NI_SCARED0 nagatow/nibrave
NI_SCARED1 nagatow/nitruepath
NI_SCARED2 nagatow/niguardme(p101)

//*****************************
//*** Ramone "Marcel" Black ***
//*****************************
RA_SPEAK0 ramone/ra_null

//********************************
//*** Scripts - All charecters ***
//********************************

//Want1 - scripts
SS_SCRIP0 hoss/lookdrunk
SS_SCRIP1 hoss/dragdrunk
SS_SCRIP3 crispen/cstelegram
SS_SCRIP4 annie/script2
SS_SCRIP47 twnwest/possie
SS_SCRIP69 twnwest/breifboys

//want2 - scripts
SS_SCRIP5 twnwest/waiting

//want5 - scripts
SS_SCRIP6 twnwest/stichmeup

//Want8 - scripts
SS_SCRIP7 colonel/staked

//Want9 - Scripts 
SS_SCRIP8 dyndave/ddgiveago
SS_SCRIP9 dyndave/ddjesss
SS_SCRIP10 dyndave/ddshould
SS_SCRIP11 dyndave/ddblownit

//Want10 - Scripts
SS_SCRIP12 dyndave/ddtoriver
SS_SCRIP13 dyndave/ddkegblow
SS_SCRIP14 dyndave/ddnevermind

//Want12 - Scripts
SS_SCRIP15 hoss/zebhit

//Want13 - Scripts
SS_SCRIP16 nagatow/niscript0
SS_SCRIP17 nagatow/niscript1
SS_SCRIP18 nagatow/niscript2
SS_SCRIP19 masala/nbscript0
SS_SCRIP20 masala/nbscript1

Want15 - Scripts
SS_SCRIP21 twnwest/overhere

//hoss song - used in want1
SS_SCRIP22 hoss/homeonerange

//Want16 - Scripts
SS_SCRIP23 hoss/gonna
SS_SCRIP24 townmex/madman
SS_SCRIP25 townmex/helpus
SS_SCRIP26 townmex/comehelpus
SS_SCRIP27 townmex/opengate

//Want17 - Scripts
SS_SCRIP28 townmex/baityou
SS_SCRIP29 townmex/resthere
SS_SCRIP30 hoss/lockin
SS_SCRIP31 hoss/lowerst
SS_SCRIP32 hoss/fromhere

//Want18 - Scripts
SS_SCRIP33 hoss/sucker

//Want25b - Scripts
SS_SCRIP34 twnwest/pushit
SS_SCRIP35 twnwest/dontwhy

//Want30 - Scrips
SS_SCRIP36 annie/ishotzeke
SS_SCRIP37 dyndave/dddamnfuse
SS_SCRIP38 hoss/yaseezak
SS_SCRIP39 hoss/aintsosure
SS_SCRIP40 twnwest/damnboxes

//Want32 - Scripts
SS_SCRIP41 annie/sixgotaway
SS_SCRIP42 hoss/coffinfit
SS_SCRIP43 hoss/foolzak
SS_SCRIP44 twnwest/liftdead

//Want33 - Scripts
SS_SCRIP45 crispen/knockbrd
SS_SCRIP46 crispen/pieceofmind

//Want34 - Scripts
SS_SCRIP48 annie/hey
SS_SCRIP49 annie/goget
SS_SCRIP50 annie/brother
SS_SCRIP51 annie/beadhead
SS_SCRIP52 hoss/ssshhh
SS_SCRIP53 hoss/lookslike
SS_SCRIP54 hoss/lockedin
SS_SCRIP55 hoss/goodidea
SS_SCRIP56 hoss/poormiss
SS_SCRIP57 hoss/boughtit
SS_SCRIP58 hoss/lookout
SS_SCRIP59 hoss/dontthink
SS_SCRIP60 hoss/sonbitch
SS_SCRIP61 dyndave/ddthanks
SS_SCRIP62 dyndave/ddyousure
SS_SCRIP63 dyndave/ddohmy
SS_SCRIP64 dyndave/ddgetback
SS_SCRIP65 dyndave/ddseeright
SS_SCRIP66 dyndave/ddstaying
SS_SCRIP67 twnwest/digholes
SS_SCRIP68 twnwest/hossbank

